(23.0267304882,113.3329882796)
(23.0222310436,113.3878715761)
(23.0267610782,113.3592953736)
(23.1886620146,113.3761630760)
(23.0228134681,113.3332139850)
(23.0022452746,113.3673326191)
(23.0012151512,113.3241741514)
(23.0400848646,113.3021676752)
(23.0014657050,113.3636083001)
(23.0475079079,113.3787396923)
(23.0160697586,113.3185581124)
(23.1690743830,113.3121975923)
(23.0089621256,113.3134061568)
(23.0321527502,113.3825801640)
(23.0042859684,113.3424355706)
(23.1872148956,113.3395713023)
(23.0278512698,113.3753936845)
(23.0036327177,113.3191571937)
(23.1672922657,113.3958331348)
(23.0175126166,113.3413047241)
(23.1537589726,113.3277267023)
(23.0289830664,113.3000655096)
(23.1579192187,113.3996997373)
(23.1503542981,113.3279201364)
(23.0361141684,113.3681967005)
(23.0136981230,113.3147123444)
(23.1587015674,113.3709960038)
(23.1566497142,113.3881830420)
(23.0019374445,113.3107099863)
(23.0186121858,113.3178991707)
(23.1871883944,113.3742545486)
(23.1960486237,113.3872826698)
(23.0068329454,113.3787455585)
(23.0251751924,113.3894798410)
(23.1849019448,113.3968768655)
(23.1831228073,113.3419716745)
(23.1823242936,113.3555573893)
(23.0245137893,113.3821107741)
(23.1715857737,113.3204323888)
(23.1994038205,113.3011807116)
(23.1736751128,113.3758867089)
(23.0306684226,113.3981088123)
(23.1713828241,113.3852254131)
(23.1641670857,113.3856234803)
(23.1873348090,113.3689499270)
(23.0433970907,113.3614323703)
(23.0425840531,113.3703954138)
(23.0018529537,113.3649078689)
(23.1921502099,113.3874677989)
(23.0109363603,113.3758014764)
(23.1675882432,113.3368164853)
(23.1690153320,113.3756688402)
(23.0434837006,113.3825015025)
(23.1681102857,113.3849723962)
(23.1847136238,113.3050614439)
(23.0286885576,113.3092386539)
(23.0243784824,113.3088612082)
(23.1501778630,113.3761823838)
(23.1685019225,113.3656962722)
(23.1850630771,113.3223700797)
(23.0229115729,113.3708527802)
(23.0078096139,113.3927802470)
(23.1901554689,113.3441704974)
(23.0163606091,113.3495282120)
(23.1898751779,113.3431282504)
(23.1735839751,113.3470583195)
(23.0147479870,113.3675691576)
(23.1687993875,113.3202665086)
(23.0459270503,113.3264056682)
(23.1553940533,113.3493014729)
(23.0168496845,113.3054919478)
(23.1995401199,113.3102026863)
(23.0323504785,113.3228239686)
(23.1571554338,113.3940688068)
(23.0212072835,113.3823251969)
(23.1815032807,113.3791100925)
(23.0245645095,113.3406984617)
(23.1522056311,113.3697236083)
(23.0001196137,113.3831722958)
(23.0079483701,113.3746401890)
(23.1525250500,113.3634425906)
(23.1597858032,113.3822272512)
(23.1841493551,113.3007081882)
(23.1597057566,113.3051917462)
(23.1971574486,113.3424215738)
(23.1999953811,113.3092126193)
(23.1678116340,113.3952235720)
(23.0229517479,113.3104424134)
(23.1569612174,113.3985035616)
(23.0276102201,113.3253527009)
(23.0168800112,113.3651244054)
(23.1704174668,113.3830582508)
(23.0039274726,113.3420739145)
(23.1701548965,113.3650399788)
(23.0089505449,113.3501523733)
(23.0439222320,113.3200968668)
(23.1729097669,113.3462782529)
(23.0206197846,113.3133922296)
(23.1639045395,113.3145919279)
(23.0011219883,113.3076198010)
(23.1535889066,113.3332598859)
(23.1602135303,113.3416003688)
(23.0459105861,113.3827295120)
(23.0143634796,113.3670297257)
(23.1791723800,113.3581572549)
(23.0115415567,113.3276339563)
(23.0436065431,113.3238306162)
(23.0345347408,113.3166481711)
(23.0309690425,113.3006270063)
(23.0476012083,113.3283200030)
(23.1601020809,113.3089002840)
(23.1578025623,113.3270493133)
(23.0029796675,113.3986583224)
(23.0069841886,113.3938106831)
(23.1694423917,113.3864926878)
(23.1581275288,113.3736655127)
(23.1956439920,113.3844441516)
(23.1906768753,113.3404555840)
(23.0211737188,113.3498353920)
(23.1734473012,113.3151802056)
(23.0328848718,113.3070749276)
(23.0408491816,113.3230941467)
(23.1996513116,113.3925339533)
(23.1584186936,113.3512237654)
(23.0215901892,113.3518204368)
(23.0270225579,113.3727838654)
(23.1697304412,113.3751224591)
(23.0416092516,113.3378879752)
(23.1976731410,113.3907654471)
(23.1900077653,113.3909799244)
(23.1654810902,113.3497256385)
(23.1500288993,113.3645747155)
(23.0278514933,113.3245647069)
(23.0190030600,113.3161818661)
(23.0035669605,113.3150981817)
(23.1888922997,113.3206945323)
(23.1612864778,113.3000829701)
(23.1622433988,113.3040629305)
(23.0279294038,113.3993068625)
(23.1895025572,113.3057306497)
(23.1502219307,113.3136856537)
(23.1965912832,113.3870976825)
(23.0174169119,113.3923211204)
(23.1631468805,113.3611841148)
(23.1837642841,113.3349457392)
(23.0064599046,113.3047035609)
(23.0130007869,113.3757777203)
(23.0238948414,113.3279156537)
(23.0039440670,113.3105325774)
(23.0474591619,113.3199119528)
(23.0462176204,113.3221850913)
(23.1681898302,113.3573998903)
(23.1981995260,113.3330481984)
(23.1951552253,113.3635844578)
(23.1754792074,113.3608330043)
(23.0241243679,113.3304075362)
(23.1874229826,113.3845767463)
(23.0043342376,113.3721899185)
(23.1618905002,113.3326731951)
(23.0082898623,113.3616311927)
(23.1537105581,113.3897126869)
(23.0291607975,113.3101578907)
(23.0412162739,113.3814365455)
(23.1530914699,113.3937703719)
(23.1769559016,113.3378333960)
(23.1796218438,113.3928241351)
(23.1736370662,113.3532524796)
(23.1924186613,113.3095913767)
(23.1744285301,113.3593817475)
(23.0146465585,113.3509837803)
(23.1779350738,113.3020361726)
(23.0185621185,113.3154776609)
(23.1624774195,113.3659243572)
(23.1972929304,113.3030677860)
(23.1817505889,113.3229092077)
(23.0482676101,113.3749862923)
(23.1845004500,113.3887510596)
(23.1623915808,113.3259583177)
(23.0445496284,113.3609193087)
(23.1608174432,113.3959261357)
(23.1743203727,113.3757812972)
(23.1720375057,113.3404586498)
(23.0349433602,113.3673247682)
(23.1960301342,113.3994734013)
(23.0491078564,113.3315429952)
(23.1593203242,113.3524332517)
(23.1689999745,113.3007091905)
(23.0250689114,113.3248401701)
(23.1509923259,113.3099895919)
(23.1856836988,113.3156336565)
(23.0411895945,113.3951921972)
(23.0319496851,113.3480115059)
(23.1815011217,113.3949208101)
(23.1623045099,113.3072257527)
(23.0046028782,113.3430016953)
(23.1686391018,113.3180668287)
(23.1979676897,113.3277728279)
(23.0108824527,113.3320341011)
(23.1820839347,113.3636733396)
(23.1716333239,113.3396011031)
(23.1660493746,113.3675434491)
(23.1642306347,113.3965189409)
(23.0149181585,113.3571428217)
(23.1529081239,113.3547615354)
(23.1874954568,113.3926179194)
(23.0320578483,113.3185014627)
(23.1807156190,113.3629966159)
(23.0031309602,113.3034153630)
(23.0473060638,113.3792609847)
(23.1823330967,113.3636530178)
(23.0371306533,113.3731467762)
(23.1700256420,113.3649643662)
(23.0494225684,113.3165408561)
(23.0136230391,113.3247638569)
(23.1730582333,113.3701954432)
(23.1997801899,113.3103217448)
(23.0350901199,113.3424506692)
(23.0187929476,113.3848070334)
(23.1739477988,113.3887546804)
(23.1543885527,113.3175669667)
(23.0030328991,113.3109930807)
(23.1654618213,113.3298131090)
(23.0328751153,113.3219872422)
(23.0428167716,113.3297942205)
(23.1755827654,113.3249936279)
(23.0436022770,113.3025712645)
(23.1640128404,113.3206339245)
(23.0288842545,113.3586700964)
(23.1799018769,113.3944084748)
(23.1556758301,113.3131724555)
(23.0001403736,113.3567931093)
(23.0037507339,113.3622161290)
(23.0384399409,113.3048921636)
(23.0496942170,113.3474102363)
(23.1808336629,113.3497181273)
(23.0358995787,113.3503318020)
(23.1877667143,113.3063909949)
(23.0205973502,113.3390548715)
(23.1629755355,113.3758980821)
(23.0365080790,113.3965736703)
(23.1699203551,113.3565276916)
(23.0303385671,113.3970163618)
(23.0102272468,113.3106877244)
(23.0030952995,113.3597062057)
(23.1654122850,113.3785429100)
(23.0220677624,113.3034120168)
(23.0431018082,113.3737520482)
(23.0293381556,113.3435399985)
(23.1620291632,113.3185592995)
(23.0288030549,113.3235541939)
(23.1562797582,113.3755911880)
(23.1939463226,113.3485729305)
(23.1785726037,113.3119336714)
(23.0019816085,113.3938738131)
(23.0348079870,113.3874112740)
(23.1664866145,113.3939499575)
(23.1876772685,113.3934629346)
(23.0102802141,113.3787953191)
(23.0258222487,113.3816068635)
(23.1930474467,113.3132571322)
(23.0068479406,113.3112094194)
(23.1840962884,113.3125786453)
(23.0474339680,113.3151205573)
(23.0496340128,113.3526654442)
(23.1518562434,113.3287112074)
(23.0060798878,113.3671438753)
(23.0414219933,113.3529454461)
(23.1761847970,113.3249401832)
(23.1716375661,113.3253431000)
(23.1731073726,113.3118941818)
(23.0013698961,113.3540360055)
(23.0291000428,113.3978313765)
(23.0088288944,113.3295938370)
(23.1800873565,113.3565526803)
(23.0328894485,113.3668930569)
(23.0151728404,113.3203609589)
(23.1550881078,113.3450252115)
(23.0009895464,113.3930288318)
(23.0275709311,113.3070884332)
(23.1948133745,113.3155223118)
(23.1953354233,113.3536786914)
(23.1674871049,113.3773300029)
(23.1573008356,113.3139949641)
(23.1674570629,113.3929077580)
(23.1600575478,113.3066951766)
(23.1706031781,113.3175338191)
(23.0205876538,113.3089874040)
(23.1770471250,113.3597796738)
(23.0298152416,113.3369134978)
(23.0357521821,113.3588369401)
(23.1975363393,113.3023799330)
(23.0004822505,113.3341008381)
(23.1610948310,113.3532133408)
(23.0465665058,113.3816958752)
(23.1951120726,113.3213658676)
(23.0069199717,113.3880396094)
(23.0276443879,113.3013681318)
(23.0178992244,113.3540754439)
(23.1893339584,113.3562251790)
(23.0008263944,113.3754656019)
(23.1964351069,113.3011735945)
(23.0433934700,113.3038205705)
(23.1960392831,113.3470654557)
(23.1866628621,113.3219514659)
(23.1823885859,113.3946175541)
(23.1680090763,113.3021669449)
(23.0268589490,113.3583619619)
(23.0181002359,113.3807963796)
(23.1510105901,113.3648566199)
(23.1608971322,113.3744062654)
(23.0120447240,113.3135623660)
(23.0196513679,113.3835869087)
(23.1630719211,113.3107653842)
(23.1890130446,113.3787216228)
(23.1967889116,113.3870218057)
(23.1936124207,113.3388108434)
(23.1804770566,113.3868237612)
(23.0168587656,113.3192086834)
(23.0426770863,113.3755339050)
(23.1502036580,113.3570396392)
(23.1774611360,113.3431080705)
(23.1827447867,113.3840982935)
(23.1909145037,113.3967233409)
(23.0238002955,113.3061950679)
(23.0262559545,113.3251515246)
(23.0269625343,113.3251961132)
(23.1689668239,113.3865656382)
(23.1631440981,113.3254157579)
(23.1513655635,113.3184397042)
(23.1722578029,113.3195549226)
(23.0472557635,113.3932997603)
(23.0084262993,113.3510391796)
(23.1715921377,113.3473066975)
(23.1819958122,113.3793952267)
(23.1775503060,113.3899991648)
(23.1931324740,113.3332147483)
(23.1739526787,113.3629974594)
(23.0464085753,113.3012897566)
(23.1696940828,113.3530669198)
(23.0335400212,113.3466636649)
(23.1886272422,113.3806620978)
(23.1723151284,113.3706275384)
(23.1883095824,113.3789205240)
(23.1937588401,113.3241010823)
(23.1590792690,113.3500476397)
(23.1767053230,113.3623730967)
(23.1761197703,113.3361320481)
(23.0392058518,113.3658362838)
(23.0264886643,113.3696529461)
(23.0095777338,113.3041364763)
(23.0355277812,113.3752892223)
(23.0164039897,113.3040664435)
(23.1726382432,113.3791123782)
(23.1564223760,113.3925696718)
(23.0250952777,113.3438430918)
(23.0219962670,113.3253796162)
(23.1903941765,113.3895738595)
(23.1957387912,113.3791050857)
(23.1525601307,113.3782078846)
(23.0488655611,113.3799825961)
(23.1759210552,113.3368369361)
(23.0119801859,113.3660516695)
(23.1710340188,113.3703786769)
(23.0222507415,113.3311692280)
(23.1617721787,113.3670164793)
(23.1893141955,113.3790643475)
(23.0100206016,113.3313325372)
(23.1637497523,113.3235448546)
(23.0349957539,113.3894976431)
(23.0365909505,113.3070023560)
(23.1978948424,113.3984787054)
(23.0461002882,113.3735224630)
(23.0093975439,113.3569477118)
(23.0189090152,113.3251921316)
(23.1574841783,113.3594235091)
(23.0266286782,113.3106062010)
(23.0461006643,113.3571504513)
(23.1961698743,113.3431103503)
(23.1813920944,113.3893155649)
(23.1722576128,113.3229778686)
(23.0415431191,113.3264286033)
(23.1940115585,113.3425027764)
(23.0187047612,113.3240369602)
(23.0139633367,113.3859020091)
(23.0270536892,113.3194201288)
(23.1575120442,113.3969545075)
(23.0297213524,113.3165059747)
(23.1935729108,113.3764652342)
(23.0491468393,113.3949738409)
(23.1630530640,113.3889272811)
(23.1903486745,113.3483570322)
(23.1907922121,113.3031654020)
(23.0246772261,113.3029300558)
(23.1887349366,113.3652794329)
(23.1528007326,113.3942634479)
(23.0433552616,113.3038662654)
(23.1899944604,113.3815518656)
(23.1687330301,113.3972841413)
(23.1942438258,113.3611686345)
(23.1981854999,113.3906332356)
(23.1882387330,113.3003726764)
(23.1819865422,113.3361616151)
(23.0100278641,113.3496913812)
(23.1564596807,113.3449658685)
(23.1639179345,113.3082256295)
(23.1506101381,113.3801407879)
(23.0331444602,113.3099708330)
(23.0004649501,113.3919427044)
(23.1589068971,113.3712205409)
(23.0484191325,113.3940662007)
(23.1865524685,113.3892167772)
(23.0151397749,113.3067940830)
(23.0290093853,113.3104339613)
(23.0449588321,113.3475656687)
(23.0000115732,113.3932308942)
(23.0421893409,113.3324185699)
(23.0252234381,113.3740780034)
(23.0354286276,113.3627943643)
(23.0480645659,113.3091645789)
(23.0296660252,113.3113586101)
(23.0088507323,113.3039135616)
(23.0318915118,113.3877709456)
(23.1908089219,113.3617789349)
(23.1649055869,113.3607510268)
(23.1945905334,113.3806735241)
(23.0161596071,113.3363213396)
(23.0240983088,113.3004726363)
(23.0037097030,113.3437679995)
(23.0407589261,113.3582616338)
(23.1797463448,113.3606458261)
(23.1708146648,113.3393431894)
(23.0336654521,113.3160641664)
(23.0307738765,113.3214926077)
(23.0012759353,113.3475250419)
(23.1698514401,113.3975473001)
(23.0344924035,113.3507454235)
(23.0150468165,113.3271391257)
(23.0367407126,113.3541805082)
(23.0444486484,113.3122259248)
(23.0233079018,113.3703751015)
(23.0074213392,113.3130513568)
(23.0229970259,113.3248053409)
(23.1565203727,113.3212596399)
(23.1977012078,113.3395331124)
(23.1552996349,113.3851145955)
(23.0198902717,113.3537807502)
(23.1786152913,113.3381199686)
(23.0145070802,113.3964436914)
(23.0275972945,113.3168106675)
